Chemin,Nom,Taille,Lignes,Modifié,Type
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/find_problematic_model.py,find_problematic_model.py,1786,47,2025-10-07T12:47:04,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_cotisations_assureur_agent1.py,diagnostic_cotisations_assureur_agent1.py,22414,529,2025-11-27T11:15:25,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correctif_communication.py,correctif_communication.py,4743,134,2025-12-02T06:58:57,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_cotisation_creation_fixed.py,test_cotisation_creation_fixed.py,2161,58,2025-12-03T16:18:40,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_finale7.py,verification_finale7.py,1020,37,2025-11-19T23:12:12,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/manual_fix.py,manual_fix.py,5872,141,2025-10-23T16:31:53,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/creer_conversations_test1.py,creer_conversations_test1.py,3304,97,2025-11-16T09:12:42,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/clear_sessions.py,clear_sessions.py,702,24,2025-12-02T12:38:50,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyser_apps.py,analyser_apps.py,3022,81,2025-10-15T21:43:00,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/liste_membres_test.py,liste_membres_test.py,976,34,2025-10-15T10:06:36,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/db.sqlite3.backup.20251204_222240,db.sqlite3.backup.20251204_222240,1626112,N/A,2025-12-04T22:22:40,.20251204_222240
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_templates1.py,diagnostic_templates1.py,2456,65,2025-11-28T00:40:49,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/sync_cotisations.py,sync_cotisations.py,8881,223,2025-11-30T22:44:27,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/migration_urls.py,migration_urls.py,1448,49,2025-11-19T15:38:39,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/inspect_views.py,inspect_views.py,1085,31,2025-12-03T21:21:22,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyse_templates_pharmacien.py,analyse_templates_pharmacien.py,3627,99,2025-11-28T16:07:59,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/fix_mututlle.sh,fix_mututlle.sh,533,26,2025-10-08T21:19:36,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_finale_urls.py,verification_finale_urls.py,1545,54,2025-10-16T15:19:27,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verify_final_state.py,verify_final_state.py,3649,108,2025-10-08T23:24:48,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correction_finale.py,correction_finale.py,4112,117,2025-12-06T00:07:36,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correct_imports.py,correct_imports.py,3509,111,2025-11-27T09:25:24,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyse_rapide1.py,analyse_rapide1.py,1181,38,2025-11-17T19:57:56,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/complete_emails.py,complete_emails.py,2567,85,2025-10-23T14:24:42,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_simplifie.py,test_simplifie.py,871,28,2025-11-30T21:13:34,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/rapport_actions_cotisations_20251130_193741.json,rapport_actions_cotisations_20251130_193741.json,933,35,2025-11-30T19:37:41,.json
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_urls_vues.py,verification_urls_vues.py,1760,54,2025-11-16T21:48:46,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/fix_all_creer_bon.sh,fix_all_creer_bon.sh,1366,30,2025-12-04T13:30:26,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic2.py,diagnostic2.py,18665,491,2025-12-02T11:09:52,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyze_core.py,analyze_core.py,15279,385,2025-10-04T22:48:52,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/quick_test.py,quick_test.py,1024,39,2025-12-03T16:36:46,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/inspect_dashboard.py,inspect_dashboard.py,2512,76,2025-10-23T16:31:53,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/final_validation.py,final_validation.py,7641,200,2025-11-19T14:06:21,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyse_agents.txt,analyse_agents.txt,1762,54,2025-10-23T09:41:11,.txt
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/template_affichage_unifie.html,template_affichage_unifie.html,7539,225,2025-11-27T13:09:26,.html
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyse_templates.py,analyse_templates.py,3263,92,2025-11-28T15:36:10,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/trouver_erreurs_exactes.py,trouver_erreurs_exactes.py,1165,34,2025-10-12T21:42:33,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/trouver_vues_manquantes.py,trouver_vues_manquantes.py,4379,114,2025-10-12T17:07:28,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/fix_message_api.sh,fix_message_api.sh,2581,92,2025-12-01T11:20:58,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/enrichir_dashboard.py,enrichir_dashboard.py,13361,347,2025-11-06T12:26:33,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/fix_urgence_v2.py,fix_urgence_v2.py,6036,137,2025-12-01T00:06:35,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/final_fix.sh,final_fix.sh,589,28,2025-10-08T21:43:45,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/django_analysis_report.json,django_analysis_report.json,294024,10865,2025-10-16T22:46:32,.json
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_contexte.py,diagnostic_contexte.py,4971,127,2025-11-17T11:21:33,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/fix_redirect_complete.py,fix_redirect_complete.py,4736,124,2025-12-03T10:28:41,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/rapport_installation_20251127_1016.json,rapport_installation_20251127_1016.json,256,11,2025-11-27T10:16:50,.json
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyse_medecin.py,analyse_medecin.py,11312,306,2025-11-19T18:56:14,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_finale_complete.sh,verification_finale_complete.sh,1596,53,2025-10-22T16:23:43,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/creer_conversations_test.py,creer_conversations_test.py,2988,89,2025-11-16T09:04:52,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyse_configuration_communication2.py,analyse_configuration_communication2.py,18781,481,2025-11-15T21:39:31,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/nuclear_ordonnance_fix.py,nuclear_ordonnance_fix.py,12945,336,2025-12-01T00:00:58,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_templates.py,verification_templates.py,2017,66,2025-10-12T20:35:21,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_generation_simple.py,test_generation_simple.py,3163,99,2025-12-03T18:51:43,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_final_corrige2.py,test_final_corrige2.py,1351,38,2025-12-02T19:19:36,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_cotisations_final.py,diagnostic_cotisations_final.py,20518,511,2025-11-30T19:25:45,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_permissions_acces.py,diagnostic_permissions_acces.py,11211,312,2025-11-28T18:19:56,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/rapports_performance/rapport_performance_11_2025.json,rapport_performance_11_2025.json,585,25,2025-11-27T10:38:15,.json
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyse_et_correction_erreurs.py,analyse_et_correction_erreurs.py,11311,292,2025-11-05T15:54:08,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyse_rapide.py,analyse_rapide.py,1117,40,2025-11-12T08:34:03,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_simple.py,diagnostic_simple.py,2323,77,2025-12-04T13:26:23,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/rapport_performance_mensuel.py,rapport_performance_mensuel.py,5039,139,2025-11-27T10:05:48,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin_views_corrige.py,medecin_views_corrige.py,3378,101,2025-10-31T12:12:49,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_rapide2.py,verification_rapide2.py,4084,122,2025-12-04T07:19:11,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyse_templates_assureur.py,analyse_templates_assureur.py,13197,349,2025-11-14T15:46:37,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/creation_sidebar_assureur.sh,creation_sidebar_assureur.sh,1942,48,2025-10-22T12:10:05,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_message.py,diagnostic_message.py,1788,50,2025-11-16T20:23:42,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/force_restart.py,force_restart.py,4151,136,2025-10-23T19:08:58,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/nuclear_sql_fix.py,nuclear_sql_fix.py,6536,172,2025-11-30T23:07:34,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_api_approfondi.py,diagnostic_api_approfondi.py,11776,307,2025-12-02T15:29:24,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/ultimate_verification.py,ultimate_verification.py,6309,211,2025-10-27T14:52:17,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_apres_modification.py,test_apres_modification.py,1462,43,2025-11-06T14:53:41,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_finale6.py,verification_finale6.py,1810,53,2025-11-17T11:59:39,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_pharmacien.py,diagnostic_pharmacien.py,14789,389,2025-11-28T16:07:59,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/chasse_occurrences.py,chasse_occurrences.py,6166,157,2025-11-12T11:54:40,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_complet.py,diagnostic_complet.py,4748,114,2025-12-01T03:55:58,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_finall.py,test_finall.py,3209,100,2025-12-06T01:03:18,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyse_agents.py,analyse_agents.py,15558,422,2025-11-12T08:56:57,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_messagerie_communication1.py,diagnostic_messagerie_communication1.py,6340,162,2025-11-17T10:21:56,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyse_complete_projet.py,analyse_complete_projet.py,22379,550,2025-11-14T21:15:35,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/synthese_finale.py,synthese_finale.py,1851,56,2025-11-27T09:53:11,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/template_dependencies.py,template_dependencies.py,1672,48,2025-10-23T13:07:45,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/core/model_utils.py,model_utils.py,2271,66,2025-11-15T18:23:18,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/core/migrations/__init__.py,__init__.py,0,1,2025-09-22T19:31:38,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/core/migrations/0001_initial.py,0001_initial.py,2744,65,2025-12-05T07:17:40,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/core/mixins.py,mixins.py,2074,48,2025-10-17T06:27:44,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/core/models.py,models.py,2277,65,2025-10-17T07:02:44,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/core/constants.py,constants.py,4793,118,2025-09-29T13:33:20,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/core/__init__.py,__init__.py,0,1,2025-09-22T19:31:38,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/core/apps.py,apps.py,140,7,2025-09-22T19:31:38,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/core/debug_middleware.py,debug_middleware.py,1315,31,2025-10-04T10:41:28,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/core/admin.py,admin.py,63,4,2025-09-22T19:31:38,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/core/utils.py,utils.py,34317,930,2025-12-06T00:47:10,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/core/utils_secure.py,utils_secure.py,1854,54,2025-11-15T18:10:34,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/core/templates/core/home.html,home.html,512,18,2025-10-04T17:12:15,.html
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/core/templates/core/test_login.html,test_login.html,4179,97,2025-10-04T10:41:28,.html
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/core/templates/core/notifications.html,notifications.html,593,14,2025-10-17T06:27:44,.html
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/core/tests.py,tests.py,60,4,2025-09-22T19:31:38,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/core/urls.py,urls.py,160,10,2025-10-04T14:49:01,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/core/middleware.py,middleware.py,503,17,2025-10-17T06:27:44,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/core/views.py,views.py,9301,259,2025-10-28T19:47:50,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/integrer_affichage_unifie.py,integrer_affichage_unifie.py,6830,165,2025-11-27T13:13:38,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/creation_migration_manuelle.py,creation_migration_manuelle.py,5802,156,2025-11-30T21:16:07,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/creer_patients_avec_choix_corrects.py,creer_patients_avec_choix_corrects.py,3525,80,2025-11-28T09:19:30,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyse_assureur_corrige.py,analyse_assureur_corrige.py,5845,171,2025-11-18T19:10:46,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_template_complet.py,verification_template_complet.py,2355,74,2025-11-28T07:00:12,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verify_function.py,verify_function.py,1111,31,2025-11-27T20:56:17,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verifier_structure.py,verifier_structure.py,737,26,2025-10-31T19:49:33,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/creation_template_manquant.py,creation_template_manquant.py,22075,469,2025-12-01T01:14:52,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic3.py,diagnostic3.py,13468,419,2025-12-04T15:55:57,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_bon_model.py,check_bon_model.py,2212,66,2025-12-03T20:31:08,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_recherche_membres.py,test_recherche_membres.py,1587,51,2025-12-03T22:30:42,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/debug_fixed.py,debug_fixed.py,1948,63,2025-10-17T14:38:01,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/force_fix_agent_dashboard.py,force_fix_agent_dashboard.py,10198,297,2025-10-27T13:34:38,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_corrections1.py,verification_corrections1.py,2081,79,2025-12-03T11:52:03,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/rapport_analyse_projet_resume.txt,rapport_analyse_projet_resume.txt,1058,33,2025-11-19T14:42:09,.txt
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyze_dashboard_debug1.py,analyze_dashboard_debug1.py,9162,299,2025-10-24T13:24:00,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correction_profil_medecin_v2.py,correction_profil_medecin_v2.py,9225,250,2025-10-31T10:31:04,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/rapport_final1.py,rapport_final1.py,2305,71,2025-12-03T19:29:25,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/run_analyse_configuration.py,run_analyse_configuration.py,926,35,2025-11-15T21:22:33,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_script.py,diagnostic_script.py,13728,410,2025-12-02T12:38:47,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_final.py,verification_final.py,4623,126,2025-12-04T22:33:06,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/guide_debugage_manuel.py,guide_debugage_manuel.py,1693,42,2025-11-27T19:49:31,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/ultra_final_pharmacien_fix.py,ultra_final_pharmacien_fix.py,1357,40,2025-11-05T19:30:24,.py
